Index,Employee_ID,Age,Department,Is_Manager,Join_Date,Experience,Salary
80,5826,48,HR,FALSE,01-11-1974,23,189726
81,6108,45,HR,TRUE,24-11-2012,21,171530
82,2867,64,Marketing,FALSE,11-08-2015,34,271935
83,4495,53,Marketing,TRUE,21-07-1976,29,234900
84,9750,49,Finance,FALSE,26-09-2008,23,181290
85,9243,60,Sales,FALSE,10-04-1996,31,246555
86,8462,51,Finance,TRUE,13-04-1997,24,191660
87,8247,22,Sales,TRUE,21-05-2004,14,111511
88,3054,43,IT,TRUE,15-11-2020,19,148439
89,3988,31,HR,TRUE,21-07-1989,15,120884
90,3300,26,Sales,TRUE,01-10-2025,12,94805
91,9343,27,Sales,FALSE,31-12-1981,13,97135
92,4183,52,IT,FALSE,28-04-2006,29,220820
93,4933,31,Marketing,TRUE,21-12-2013,14,118043
94,7374,52,HR,FALSE,12-02-2009,27,223315
95,1082,61,Finance,TRUE,02-01-2004,30,246738
96,4204,52,Finance,FALSE,10-08-2018,24,191082
97,9015,59,Finance,FALSE,07-08-2017,28,225302
98,1706,40,IT,FALSE,18-09-2023,18,142093
99,3873,46,IT,TRUE,08-07-2005,19,156162
100,3229,35,Sales,TRUE,13-01-2025,17,134816
101,6665,40,HR,FALSE,29-08-1985,15,122745
102,4680,40,HR,TRUE,06-06-1984,24,186453
103,1002,48,IT,FALSE,13-07-2013,25,199561
104,1137,54,Marketing,TRUE,21-04-1991,25,204293
105,7922,58,HR,TRUE,24-09-1975,30,242531
106,3307,25,IT,TRUE,06-05-1987,12,103111
107,8235,53,HR,TRUE,27-06-1997,30,237496
108,9113,50,Sales,FALSE,10-08-2022,24,193765
109,6545,63,HR,FALSE,20-11-1996,30,240281
110,4987,54,Finance,FALSE,21-08-1978,22,176659
111,9111,58,IT,TRUE,02-05-1985,30,244973
112,1061,37,Sales,FALSE,06-10-1984,20,160566
113,6101,43,IT,TRUE,10-08-2007,23,177312
114,5338,24,Marketing,FALSE,06-08-2016,12,92967
115,3697,46,Marketing,FALSE,20-08-2002,25,208044
116,6704,60,Finance,FALSE,12-01-2010,29,225723
117,1819,61,IT,FALSE,05-02-2012,26,208426
118,4425,61,IT,FALSE,23-10-1978,35,279946
119,2499,29,Finance,TRUE,24-10-2006,16,129970
120,4801,54,HR,FALSE,10-04-1985,28,225408
121,8001,32,IT,FALSE,14-05-2006,16,125760
122,5263,28,Sales,TRUE,04-05-2006,12,92056
123,7486,45,IT,TRUE,26-12-2017,23,186546
124,3717,58,Sales,FALSE,06-05-2020,26,215978
125,1861,48,Marketing,TRUE,07-04-1979,25,185892
126,1204,40,HR,FALSE,12-11-1981,21,158986
127,8608,55,Finance,TRUE,05-03-2018,26,202823
128,9278,56,HR,FALSE,29-08-1984,25,198549
129,1084,32,Sales,TRUE,20-04-2018,17,142300
130,3305,63,IT,TRUE,17-09-2016,29,232577
131,1262,49,Finance,TRUE,02-05-2003,24,196293
132,2478,40,Marketing,FALSE,04-06-2010,23,185268
133,4357,41,Finance,FALSE,09-04-2017,20,166636
134,1802,22,Finance,FALSE,10-05-1989,12,94300
135,4666,49,Marketing,TRUE,07-08-2014,25,198827
136,7327,44,Finance,TRUE,26-03-1983,25,190600
137,5722,43,HR,TRUE,25-08-1983,24,187430
138,8172,45,Finance,FALSE,17-04-2014,21,166573
139,2391,49,HR,TRUE,04-11-1990,22,176961
140,3536,54,IT,TRUE,23-02-2008,25,206014
141,7770,43,Sales,TRUE,27-10-1975,21,167653
142,1571,34,IT,FALSE,06-03-2003,17,138491
143,2558,29,Marketing,TRUE,13-01-1976,14,113663
144,1197,57,Sales,TRUE,02-05-2006,25,195286
145,4842,55,Sales,TRUE,29-03-1998,27,215637
146,1809,43,Finance,TRUE,06-07-2001,21,170164
147,2304,57,Marketing,FALSE,13-09-1991,30,240851
148,2759,24,IT,FALSE,13-12-2017,9,78650
149,8278,25,Sales,TRUE,11-09-1984,13,101767
150,3797,57,Marketing,FALSE,18-03-2000,30,237787
151,1475,33,Marketing,FALSE,17-08-1978,15,120289
152,4165,59,HR,TRUE,16-05-1971,29,229854
153,3292,33,IT,FALSE,07-07-2017,16,140462
154,1740,35,Sales,TRUE,29-01-2005,17,137966
155,5139,48,HR,TRUE,19-04-1984,26,198685
156,4522,31,Marketing,FALSE,28-03-1997,13,97639
157,2227,51,Sales,TRUE,24-09-1977,27,213234
158,1859,58,Finance,TRUE,02-06-2016,27,223033
159,9580,57,Finance,FALSE,03-09-2002,30,234249
160,7166,45,HR,TRUE,10-08-1975,21,172147
161,2383,35,HR,TRUE,21-08-1973,14,110715
162,7950,50,IT,TRUE,05-03-1992,23,181074
163,5231,48,IT,TRUE,18-12-2009,22,172103
164,3709,32,IT,FALSE,01-02-1982,15,121991
165,5077,49,Finance,FALSE,25-11-1977,20,174787
166,8159,52,IT,FALSE,27-09-2006,25,200675
167,2327,35,HR,FALSE,21-05-1972,17,144719
168,8869,51,Marketing,FALSE,27-09-2008,25,198755
169,1184,44,HR,TRUE,05-08-1998,19,150320
170,5290,52,Marketing,TRUE,26-07-1983,25,196697
171,3041,29,Finance,TRUE,19-12-1982,16,133598
172,3995,38,HR,FALSE,31-05-1997,18,152005
173,3870,30,IT,TRUE,04-04-1989,17,127810
174,7949,59,HR,FALSE,29-09-1995,31,245029
175,3635,40,Sales,TRUE,12-06-2020,20,159567
176,5679,38,Marketing,TRUE,17-01-1991,20,165488
177,5525,36,Marketing,FALSE,13-03-2004,18,144373
178,9645,52,Finance,FALSE,04-06-1981,25,209113
179,9968,62,IT,TRUE,28-01-2005,29,230159
180,3953,62,Marketing,TRUE,20-09-2018,32,242948
181,4758,42,HR,FALSE,21-07-2002,22,181627
182,7427,48,IT,FALSE,25-06-1988,24,185708
183,8999,28,Marketing,TRUE,10-11-2016,14,111947
184,7658,53,IT,FALSE,05-02-1973,26,201058
185,4734,42,Marketing,TRUE,13-12-1993,21,168451
186,7336,22,Sales,TRUE,25-04-1995,8,57732
187,4024,46,HR,TRUE,28-03-2007,25,197413
188,7752,30,Marketing,FALSE,31-08-1974,16,121722
189,9981,30,HR,TRUE,27-05-1981,18,152895
190,2003,30,Finance,FALSE,21-06-2012,14,117925
191,9689,56,HR,TRUE,02-05-1992,24,193844
192,2869,30,IT,TRUE,03-09-1971,14,121879
193,9133,41,Marketing,TRUE,11-09-2005,22,176397
194,5618,58,IT,TRUE,06-01-1992,31,250658
195,2310,47,HR,FALSE,03-12-1981,22,176752
196,9025,32,Marketing,TRUE,27-05-2013,15,123319
197,2227,60,Marketing,TRUE,26-04-2022,32,258573
198,2996,42,Finance,FALSE,21-02-1981,19,150946
199,3003,25,HR,TRUE,28-09-2023,14,114361
200,7608,63,IT,TRUE,19-12-1989,32,257944
201,1121,22,IT,FALSE,02-08-1983,12,91127
202,1838,64,HR,TRUE,24-12-2013,34,273400
203,6586,46,HR,TRUE,08-07-1973,25,196459
204,4148,34,Marketing,FALSE,10-11-2014,18,132705
205,6227,61,Sales,TRUE,10-06-2005,24,192494
206,6663,38,Marketing,TRUE,14-10-1991,21,164835
207,9650,33,Finance,FALSE,21-11-1976,15,126137
208,6929,51,HR,TRUE,09-02-1977,25,200225
209,2863,46,Finance,FALSE,13-02-2009,25,195891
210,8673,44,Marketing,TRUE,16-06-2023,20,156207
211,2820,28,Finance,TRUE,28-04-2018,18,135734
212,6260,23,Sales,FALSE,16-03-2024,14,109179
213,5238,48,Sales,FALSE,24-03-1999,25,197005
214,1284,28,Sales,FALSE,23-05-2023,13,89207
215,3247,34,Finance,TRUE,24-11-1980,16,138009
216,1541,62,IT,TRUE,01-12-2004,28,233480
217,5004,57,Finance,TRUE,09-05-2014,26,206244
218,2696,56,Finance,TRUE,17-01-1999,26,207865
219,6407,43,IT,TRUE,18-07-1978,21,160057
220,2699,40,Finance,TRUE,17-02-2022,16,135082
221,9383,57,Finance,FALSE,16-04-2003,25,207482
222,2577,39,HR,FALSE,06-10-2021,19,144587
223,7746,41,Sales,TRUE,29-07-1976,22,179459
224,5622,59,IT,FALSE,07-12-1979,30,235895
225,4002,26,HR,FALSE,02-07-2006,17,134299
226,1643,34,Sales,TRUE,04-04-1978,17,134991
227,1459,26,Sales,FALSE,17-07-2020,11,88841
228,3972,44,Marketing,FALSE,09-06-2024,23,184491
229,2714,43,Sales,TRUE,01-08-1996,20,154542
230,5785,42,Marketing,FALSE,22-09-2007,20,158115
231,5746,36,Marketing,FALSE,24-02-1988,14,113899
232,9400,25,Sales,FALSE,12-02-1997,10,85343
233,4676,36,Sales,TRUE,01-06-1972,18,139873
234,9846,61,Sales,FALSE,08-11-1980,30,246725
235,9108,57,Sales,FALSE,05-05-2012,27,226201
236,3158,51,Finance,TRUE,18-06-2010,27,212105
237,7361,35,Marketing,FALSE,15-07-1972,18,149179
238,1959,36,Sales,FALSE,07-02-1970,15,115898
239,9340,64,Sales,TRUE,22-04-1981,30,245207
240,9605,48,Sales,FALSE,27-12-1974,21,163924
241,3361,46,Marketing,FALSE,17-02-1979,22,172224
242,4662,38,HR,TRUE,26-06-2006,19,144990
243,4844,47,Sales,TRUE,10-06-2001,22,170676
244,6788,39,Marketing,TRUE,29-09-2025,22,181837
245,4450,42,IT,FALSE,26-06-1991,18,133509
246,9076,58,HR,FALSE,01-05-1985,29,234402
247,8936,46,Marketing,FALSE,08-01-2005,20,165971
248,3578,31,IT,FALSE,27-01-1994,13,105359
249,5624,22,IT,TRUE,17-02-1983,13,94383
250,3793,51,IT,FALSE,01-03-2023,24,198528
251,1804,62,IT,TRUE,01-11-2005,31,242369
252,5169,52,IT,TRUE,14-09-2008,23,182226
253,7658,27,HR,FALSE,19-07-1996,11,88117
254,3417,54,Marketing,TRUE,15-09-2002,30,242515
255,4801,62,Finance,FALSE,13-11-2009,35,281861
256,2427,61,IT,FALSE,06-09-1975,31,242118
257,4976,48,Sales,TRUE,11-03-2009,26,209490
258,2090,26,IT,FALSE,17-09-2010,11,89796
259,8575,41,Finance,FALSE,26-03-1991,17,133309
260,6820,61,IT,FALSE,27-02-1989,30,242055
261,4433,59,Marketing,FALSE,14-01-1979,27,216452
262,2245,49,Sales,FALSE,09-03-1991,23,175322
263,9271,41,Marketing,TRUE,27-07-1970,18,143008
264,9654,42,Sales,TRUE,19-11-2023,23,188585
265,8985,40,IT,TRUE,02-08-1984,22,170616
266,2461,29,HR,TRUE,19-07-2015,10,76240
267,3151,33,HR,TRUE,06-12-1993,15,126615
268,7639,56,Marketing,FALSE,21-09-1970,28,229698
269,5916,56,IT,FALSE,08-05-1992,24,187784
270,9431,36,Finance,TRUE,19-05-2010,16,138129
271,3881,23,IT,TRUE,07-02-1972,9,67144
272,4413,64,Marketing,FALSE,27-04-2005,29,239949
273,6996,50,IT,TRUE,07-07-1983,21,179365
274,9067,50,Marketing,TRUE,20-12-1973,24,187838
275,7346,25,Finance,FALSE,04-07-2018,16,132450
276,5348,51,IT,FALSE,21-04-1993,27,205100
277,8654,33,HR,FALSE,27-11-1987,14,116747
278,6135,39,IT,FALSE,11-03-1989,20,163267
279,9855,52,IT,FALSE,12-08-2001,25,201417
280,4372,24,IT,FALSE,09-12-2007,10,81020
281,5929,54,Finance,FALSE,28-10-2019,28,223674
282,3596,47,Sales,TRUE,15-02-1999,26,210860
283,5750,43,Finance,TRUE,25-07-2022,21,166151
284,6969,49,Sales,TRUE,23-06-2004,27,221768
285,9046,61,Marketing,TRUE,23-02-2022,28,228336
286,4744,23,Finance,FALSE,28-03-1997,10,83287
287,9279,34,HR,FALSE,26-02-1970,14,107405
288,8703,28,Finance,TRUE,31-12-1998,14,108456
289,1390,62,Marketing,TRUE,22-03-2007,34,266769
290,3432,60,Marketing,FALSE,22-05-1990,28,220626
291,6674,27,Sales,TRUE,13-10-2009,11,87783
292,9406,55,HR,TRUE,25-06-1999,28,222819
293,5410,38,Finance,FALSE,01-05-2014,19,156891
294,1985,41,Marketing,TRUE,29-07-2023,20,166454
295,1586,59,Finance,FALSE,28-07-1979,28,219860
296,6512,32,HR,FALSE,22-04-1981,14,119827
297,4130,50,IT,TRUE,02-05-1970,25,200843
298,1545,34,Sales,TRUE,11-01-2016,17,134412
299,8876,58,Sales,TRUE,29-06-1998,29,232716
300,6444,23,Finance,FALSE,08-10-1980,13,103933
301,6852,25,Sales,FALSE,11-10-2009,12,92047
302,7321,44,Sales,TRUE,23-10-2013,22,172886
303,5556,37,IT,TRUE,27-11-1980,17,138827
304,2377,46,Finance,TRUE,14-10-2006,22,180896
305,1169,39,Sales,FALSE,29-05-1994,17,130190
306,3130,58,IT,TRUE,31-03-1970,26,215277
307,8296,47,Marketing,TRUE,11-11-1974,26,206424
308,1465,49,HR,TRUE,14-11-2008,23,183184
309,2460,49,Marketing,FALSE,17-11-2022,27,214559
310,5218,23,IT,FALSE,04-06-2012,13,108976
311,2582,61,Sales,FALSE,24-03-2005,28,219409
312,7872,60,HR,TRUE,12-02-2018,28,227772
313,1548,47,HR,FALSE,12-02-1973,21,165170
314,6510,64,Finance,FALSE,31-07-1998,29,234199
315,6788,48,Finance,FALSE,31-05-1984,26,212050
316,7404,54,IT,TRUE,24-10-2018,31,249856
317,6438,37,Marketing,TRUE,16-03-2010,18,149464
318,4847,37,Sales,TRUE,04-06-1974,16,124970
319,7292,61,HR,TRUE,22-04-2007,32,256982
320,6925,61,IT,FALSE,22-10-1983,31,243928
321,2232,46,HR,TRUE,26-04-1994,23,189606
322,3471,32,Marketing,FALSE,22-10-2008,16,124879
323,3537,34,Finance,TRUE,04-02-2018,15,121239
324,9164,25,Finance,FALSE,26-07-2019,9,75895
325,6318,42,Marketing,FALSE,01-11-1980,22,176472
326,9734,52,Marketing,TRUE,19-08-2011,27,212809
327,6820,42,Sales,FALSE,10-09-1981,20,163828
328,5827,27,HR,FALSE,12-07-1992,13,108619
329,5708,37,HR,TRUE,07-04-1990,19,152992
330,9126,43,Marketing,FALSE,23-08-2002,20,154462
331,1862,39,Sales,TRUE,26-12-2016,18,143605
332,3905,39,Finance,FALSE,30-05-1997,15,117870
333,5504,54,Finance,TRUE,02-07-2008,28,223902
334,1819,31,HR,TRUE,28-05-2009,14,115875
335,2901,46,Marketing,FALSE,05-04-2004,24,187168
336,8229,64,Marketing,TRUE,23-11-1997,33,265624
337,9442,62,Marketing,FALSE,08-01-2001,32,259400
338,4796,28,Finance,TRUE,23-03-1985,15,113486
339,1890,26,Marketing,TRUE,01-02-1989,13,102162
340,2321,52,HR,TRUE,16-07-2000,25,200331
341,6947,35,Finance,TRUE,14-11-1990,18,143134
342,2401,41,Sales,TRUE,19-09-1970,20,152367
343,3015,62,IT,FALSE,13-10-2017,31,241831
344,6354,46,Finance,TRUE,25-02-2020,22,174392
345,9023,44,Sales,TRUE,17-06-1999,21,166153
346,9431,22,IT,FALSE,01-04-1984,14,116114
347,1279,54,Sales,FALSE,26-04-1981,26,215298
348,5865,44,Sales,FALSE,17-11-2021,20,161836
349,8816,43,IT,TRUE,10-03-1996,21,156464
350,7352,51,Marketing,TRUE,16-03-1996,21,161728
351,8570,26,Marketing,TRUE,23-02-1999,13,108822
352,7873,62,IT,TRUE,22-12-1983,31,242129
353,5037,49,IT,TRUE,01-09-2005,25,208439
354,6812,31,Marketing,TRUE,07-08-1973,16,132859
355,6228,48,IT,FALSE,06-04-1986,25,197639
356,1541,27,IT,TRUE,11-10-1986,11,78632
357,4009,23,Finance,TRUE,14-11-1975,11,80817
358,8185,46,IT,FALSE,09-04-1996,20,169224
359,8399,24,HR,TRUE,29-08-2012,9,69736
360,4196,52,Marketing,FALSE,30-04-2014,22,172041
361,1944,49,Sales,FALSE,02-01-2012,22,175269
362,4672,27,Sales,FALSE,01-07-1996,12,96587
363,2424,61,Finance,TRUE,06-02-2017,28,228121
364,3389,57,Marketing,FALSE,24-08-1998,28,219082
365,9010,30,Sales,TRUE,31-03-1972,14,112660
366,7713,50,Sales,TRUE,29-10-1992,24,192120
367,4303,35,Finance,FALSE,02-12-2017,17,138446
368,7683,62,Marketing,TRUE,16-07-2017,31,248320
369,7362,49,Marketing,FALSE,31-08-2010,20,156711
370,1718,49,IT,TRUE,06-10-2018,28,226499
371,6548,57,IT,FALSE,01-01-2006,27,207647
372,6273,37,HR,FALSE,01-03-1994,19,150282
373,5076,63,Marketing,TRUE,25-09-1988,36,293410
374,6914,23,Sales,FALSE,07-03-2010,9,66124
375,1068,47,IT,FALSE,29-09-1989,20,162792
376,1539,42,Finance,TRUE,14-07-1998,22,169701
377,2565,26,Finance,FALSE,14-06-1995,12,89021
378,7334,63,IT,TRUE,03-06-1976,31,253048
379,2974,22,Sales,FALSE,29-06-2020,7,43177
380,2346,36,IT,FALSE,09-01-2025,13,103682
381,2800,30,IT,FALSE,08-05-2003,16,129947
382,4437,62,Finance,TRUE,09-02-2001,29,227252
383,6007,32,Sales,FALSE,13-06-1990,15,127305
384,2510,51,HR,TRUE,18-12-2012,24,184578
385,7197,45,IT,FALSE,01-07-1978,23,189031
386,5262,61,Marketing,FALSE,22-05-2020,30,242312
387,4315,47,Sales,FALSE,27-05-2000,24,199412
388,8268,42,Marketing,FALSE,22-11-1991,22,181466
389,6197,61,HR,FALSE,21-03-1980,32,249787
390,6190,23,IT,TRUE,16-05-2016,10,75579
391,8585,33,Sales,FALSE,21-10-2015,14,110956
392,4689,52,Marketing,FALSE,26-04-2014,25,205417
393,9048,44,Finance,FALSE,15-08-1977,25,196804
394,7445,46,IT,FALSE,09-05-1983,21,171101
395,2129,27,IT,FALSE,28-03-1988,12,103203
396,2973,26,Finance,TRUE,24-11-1973,15,120056
397,5722,30,Sales,TRUE,16-04-2018,16,136030
398,4334,58,IT,FALSE,23-08-2017,28,225695
399,3900,44,IT,TRUE,24-01-1987,18,140411
400,9317,45,Finance,TRUE,12-12-2017,21,169472
401,7802,23,Finance,FALSE,29-07-2003,12,94602
402,3189,43,Finance,TRUE,26-11-1984,22,176423
403,2803,41,Finance,TRUE,18-12-1976,20,173046
404,9086,26,Marketing,FALSE,13-07-1976,12,82230
405,9975,22,IT,TRUE,16-05-2004,9,65079
406,8328,51,Sales,TRUE,27-10-1986,24,194961
407,1695,55,IT,FALSE,09-01-2003,24,192619
408,6633,27,HR,FALSE,27-03-2002,16,123888
409,5922,57,Sales,TRUE,02-05-2020,29,225741
410,4364,54,Finance,FALSE,25-01-2009,28,221040
411,9938,34,HR,FALSE,21-04-2018,16,133650
412,4303,31,Marketing,FALSE,19-11-1980,11,93339
413,4845,42,Finance,FALSE,15-05-1993,20,163242
414,8086,36,IT,FALSE,16-05-1975,16,126451
415,4245,23,HR,FALSE,16-10-2011,11,91619
416,6736,43,Marketing,TRUE,11-09-1979,20,171600
417,9276,23,IT,FALSE,08-03-1983,10,75749
418,4411,36,Marketing,TRUE,11-12-2020,19,146689
419,3693,36,IT,TRUE,19-04-2003,17,141159
420,1513,41,Finance,FALSE,21-12-1999,18,143584
421,6094,30,Marketing,TRUE,29-02-2012,12,92136
422,9908,53,IT,FALSE,06-07-2022,26,204041
423,5991,60,HR,FALSE,28-02-1994,29,227146
424,8398,36,Finance,TRUE,03-09-1983,14,107232
425,2660,57,Sales,FALSE,24-11-2015,28,222824
426,7255,37,Finance,FALSE,22-02-2010,21,162790
427,2687,50,IT,TRUE,20-04-2006,18,150069
428,8717,44,Finance,FALSE,16-08-1998,22,172707
429,1471,49,IT,FALSE,09-01-2022,25,200491
430,3188,64,Finance,FALSE,14-05-1987,31,247653
431,7435,49,Finance,FALSE,30-05-2021,24,191755
432,2002,27,Sales,TRUE,09-02-1979,15,125131
433,5880,42,Sales,FALSE,13-07-1978,21,164265
434,4796,28,Sales,FALSE,22-06-2018,15,109701
435,7768,53,Sales,FALSE,11-07-1999,29,238477
436,4407,48,HR,FALSE,06-06-1971,24,193938
437,4747,49,Marketing,FALSE,29-11-1985,20,156976
438,9893,54,Sales,FALSE,14-09-1972,29,229200
439,1779,47,Sales,FALSE,27-06-1993,24,194985
440,3531,40,HR,TRUE,02-03-1973,19,150665
441,9943,45,Marketing,FALSE,09-06-1982,22,187991
442,6308,55,Marketing,FALSE,05-11-2012,26,202446
443,4784,55,Finance,TRUE,17-12-2018,25,203933
444,8665,59,Sales,TRUE,15-10-2000,29,234277
445,8492,54,HR,TRUE,24-05-1972,28,225715
446,2639,24,HR,FALSE,23-01-1997,10,75812
447,3328,24,Sales,TRUE,01-09-1987,8,68134
448,3255,48,Finance,FALSE,26-10-1997,20,155985
449,4651,50,Finance,TRUE,07-06-2003,27,222685
450,6391,49,Sales,FALSE,18-08-2004,28,220500
451,9655,31,Finance,TRUE,14-06-2007,15,126388
452,6856,37,Sales,TRUE,09-11-2008,21,169212
453,7141,45,HR,TRUE,16-08-2006,24,186015
454,2259,52,Finance,TRUE,02-03-2022,27,217544
455,5518,33,Marketing,TRUE,12-03-2021,17,128767
456,5641,60,Marketing,FALSE,15-08-2011,27,216812
457,8734,50,HR,FALSE,28-10-2023,21,174984
458,7473,49,Sales,TRUE,01-09-1973,24,192274
459,8293,52,IT,TRUE,09-02-2021,28,216683
460,1014,51,HR,FALSE,20-05-1984,22,184887
461,4824,42,Sales,TRUE,20-11-1995,21,160580
462,8260,55,Marketing,FALSE,23-08-1998,30,245031
463,8101,52,HR,TRUE,24-03-1988,19,148735
464,1488,44,HR,TRUE,24-06-1982,19,150934
465,9373,52,Marketing,TRUE,11-09-2000,31,249071
466,2643,53,HR,FALSE,01-02-1991,29,235550
467,1498,36,Sales,FALSE,08-06-1987,19,151124
468,1515,39,Sales,FALSE,09-10-2007,17,140001
469,1919,23,HR,TRUE,08-09-1985,10,78834
470,4464,27,IT,TRUE,08-05-1971,10,82592
471,6062,27,HR,FALSE,21-10-1976,14,115688
472,8609,60,Sales,FALSE,25-09-2002,33,263818
473,3523,45,HR,FALSE,08-06-1978,23,178139
474,7576,48,Sales,TRUE,17-08-2006,24,194575
475,9175,44,Sales,TRUE,23-04-1974,27,213467
476,4299,43,Sales,TRUE,26-05-2025,19,155006
477,1747,51,Marketing,TRUE,28-11-1986,24,192646
478,5284,62,IT,FALSE,28-08-1974,29,232123
479,3907,56,Sales,TRUE,17-07-2011,29,229395
480,3543,45,Marketing,FALSE,30-11-2011,25,202850
481,5168,23,IT,TRUE,27-03-1973,10,85536
482,2060,42,HR,TRUE,27-10-1994,21,172003
483,5476,56,Finance,FALSE,04-12-2011,29,235111
484,5336,60,Sales,TRUE,13-08-1971,32,248177
485,7226,38,HR,TRUE,15-11-2018,25,199358
486,7799,42,Finance,FALSE,29-07-1987,24,189242
487,1518,35,Sales,TRUE,14-04-2001,14,115170
488,5175,64,IT,FALSE,01-10-2001,35,285886
489,8349,48,IT,TRUE,27-05-1974,23,177664
490,2319,29,Marketing,FALSE,07-10-1986,15,113358
491,5357,27,Finance,TRUE,22-11-1975,14,115037
492,6309,43,HR,TRUE,24-10-1993,23,183906
493,3870,42,IT,FALSE,17-01-1973,22,176978
494,3740,59,HR,FALSE,30-05-2014,31,257256
495,8426,32,Marketing,TRUE,04-12-2013,16,126088
496,9810,26,IT,TRUE,02-05-2022,15,118094
497,5396,34,Finance,FALSE,22-04-2025,16,131208
498,7546,60,HR,FALSE,13-01-1970,28,224502
499,7744,29,Finance,TRUE,21-06-1988,15,114758
